,Department,Job,Employee Identifier,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation,Year
326564,Department of Technology,Manager IV,47256535,197440.01,43486.0,19055.43,12375.87,74917.3,272357.31,2021
326565,Department of Technology,Senior Administrative Analyst,46976471,115496.52,25992.66,15603.29,8580.74,50176.69,165673.21,2021
326584,Department of Technology,IS Engineer-Principal,46396861,187448.81,40268.53,15603.29,12850.81,68722.63,256171.44,2021
326585,Department of Technology,Media Programming Spec,46396490,50846.47,6955.62,0.0,4042.12,10997.74,61844.21,2021
326593,Department of Technology,Project Manager 2,45732057,175428.81,38639.28,15603.29,12078.98,66321.55,241750.36,2021
326598,Department of Technology,Communications Systems Tech,46576612,92935.05,20493.43,11011.69,7638.0,39143.12,132078.17,2021
328760,Department of Technology,IT Operations Support Admin II,47373176,97230.66,19306.11,15979.29,7275.84,42561.24,139791.9,2021
328780,Department of Technology,Dep Dir IV,46906539,103709.32,19545.4,7553.15,8404.33,35502.88,139212.2,2021
328838,Department of Technology,Manager IV,48716595,200828.12,42138.84,23778.04,12840.35,78757.23,279585.35,2021
328839,Department of Technology,IS Business Analyst-Principal,47377904,158735.73,33324.49,15979.29,11784.02,61087.8,219823.53,2021
329838,Department of Technology,Technology Expert II,49536574,126101.31,19761.07,17012.32,9582.18,46355.57,172456.88,2022
329839,Department of Technology,Cable Splicer,49293340,138730.56,26917.31,0.0,10527.7,37445.01,176175.57,2022
329840,Department of Technology,IT Operations Support Admin II,49656612,22308.0,0.0,0.0,1743.52,1743.52,24051.52,2022
329841,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",50756712,6069.6,0.0,0.0,5.95,5.95,6075.55,2022
329842,Department of Technology,Technology Expert I,50756588,3663.6,721.36,0.0,278.25,999.61,4663.21,2022
329846,Department of Technology,Senior Administrative Analyst,50006572,111431.41,22613.3,0.0,8624.52,31237.82,142669.23,2022
329847,Department of Technology,Pr Administrative Analyst,49292405,147218.4,29158.6,0.0,11531.39,40689.99,187908.39,2022
329848,Department of Technology,IT Operations Support Admin IV,49279947,151536.44,29196.33,0.0,11841.06,41037.39,192573.83,2022
329849,Department of Technology,IS Engineer-Senior,50016613,164454.71,32569.59,0.0,12476.49,45046.08,209500.79,2022
329850,Department of Technology,Media Programming Spec,48656596,495.29,0.0,0.0,50.44,50.44,545.73,2022
329859,Department of Technology,IS Engineer-Principal,49291303,192606.8,35371.67,0.0,12570.13,47941.8,240548.6,2022
329860,Department of Technology,Dept Head IV,49346801,291490.7,57724.87,9919.72,14825.55,82470.14,373960.84,2022
329871,Department of Technology,Media Programming Spec,49309865,93703.16,18896.55,0.0,7388.96,26285.51,119988.67,2022
329872,Department of Technology,IT Operations Support Admin II,49308844,94416.11,18417.13,0.0,6805.3,25222.43,119638.54,2022
329881,Department of Technology,IS Engineer-Senior,50526507,146901.83,27213.6,0.0,11163.08,38376.68,185278.51,2022
329882,Department of Technology,IS Engineer-Senior,47926693,33024.87,5016.18,0.0,2632.83,7649.01,40673.88,2022
330926,Department of Technology,Senior Comm Systems Technican,51756479,183647.01,30210.87,16586.87,12240.86,59038.6,242685.61,2022
330928,Department of Technology,IT Operations Support Admin II,50861370,104819.84,18175.48,16101.45,7892.32,42169.25,146989.09,2022
330929,Department of Technology,Junior Administrative Analyst,49986550,27065.51,4522.33,4465.69,2134.2,11122.22,38187.73,2022
330935,Department of Technology,Fire Alarm Dispatcher,52077022,7673.31,0.0,0.0,582.79,582.79,8256.1,2022
330937,Department of Technology,IS Engineer-Principal,50872002,197612.72,36550.7,16101.45,12506.37,65158.52,262771.24,2022
332434,Department of Technology,IS Engineer-Senior,38215885,127307.34,19376.26,11447.29,10218.7,41042.25,168349.59,2018
332437,Department of Technology,Manager III,38955899,160464.19,30002.91,17791.53,10868.8,58663.24,219127.43,2018
332445,Department of Technology,Cable Splicer,37488931,115039.2,22069.6,16496.51,9362.76,47928.87,162968.07,2018
332451,Department of Technology,IS Engineer-Principal,37459120,168385.26,30968.79,14433.94,11247.66,56650.39,225035.65,2018
332452,Department of Technology,Senior Comm Systems Technican,37595849,144292.0,26982.18,14543.01,10836.25,52361.44,196653.44,2018
336198,Department of Technology,Senior Comm Systems Technican,41466159,153775.75,28947.56,1274.79,11269.78,41492.13,195267.88,2019
336201,Department of Technology,IS Engineer-Journey,41166165,140444.14,26822.83,14950.3,11014.28,52787.41,193231.55,2019
336202,Department of Technology,IS Engineer-Journey,41566752,127082.11,25093.95,14950.3,9914.92,49959.17,177041.28,2019
336207,Department of Technology,Cable Splicer,41166259,120723.93,23838.63,17445.73,9378.85,50663.21,171387.14,2019
336208,Department of Technology,IS Engineer-Principal,41806093,150918.6,29412.13,1273.31,11245.05,41930.49,192849.09,2019
336212,Department of Technology,Media Production Tech,41166137,73478.14,14671.34,15957.86,5932.75,36561.95,110040.09,2019
336213,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",41916252,27596.16,28.01,7302.64,2167.82,9498.47,37094.63,2019
336219,Department of Technology,Project Manager 2,41166096,135001.5,26606.82,11787.74,10730.5,49125.06,184126.56,2019
336220,Department of Technology,Project Manager 1,41166514,62051.0,12689.38,6325.13,4962.12,23976.63,86027.63,2019
337124,Department of Technology,Administrative Analyst,42442973,101651.01,21206.72,15275.18,8060.56,44542.46,146193.47,2020
337127,Department of Technology,Dep Dir III,42466410,220804.02,45019.73,18155.15,13012.21,76187.09,296991.11,2020
337132,Department of Technology,Project Manager 2,43256181,170269.42,34774.36,14704.56,12261.82,61740.74,232010.16,2020
337133,Department of Technology,Communications Systems Tech,42431500,120195.63,24772.84,15275.18,9689.13,49737.15,169932.78,2020
337137,Department of Technology,Communications Systems Tech,43806127,164187.59,27670.91,15142.99,11959.9,54773.8,218961.39,2020
337138,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",42496198,32370.0,0.0,568.25,2617.38,3185.63,35555.63,2020
337139,Department of Technology,Fire Alarm Dispatcher,42428092,19898.4,0.0,0.0,1544.44,1544.44,21442.84,2020
337146,Department of Technology,Senior Administrative Analyst,43686678,104843.35,21871.0,14673.88,8062.46,44607.34,149450.69,2020
337147,Department of Technology,Technology Expert I,42466448,129807.34,26456.85,15025.41,10106.25,51588.51,181395.85,2020
337149,Department of Technology,Media Production Tech,42425215,18533.6,0.0,0.0,1438.5,1438.5,19972.1,2020
337150,Department of Technology,Media Programming Spec,42425820,80759.56,16687.88,15643.41,6372.14,38703.43,119462.99,2020
337170,Department of Technology,IS Business Analyst-Principal,43956174,150912.0,30758.77,15088.45,11423.23,57270.45,208182.45,2020
337172,Department of Technology,Cable Splicer,42430019,124195.46,25398.54,18007.33,9978.68,53384.55,177580.01,2020
337177,Department of Technology,Cable Splicer,42441872,118703.53,24762.15,17556.01,9568.27,51886.43,170589.96,2020
339659,Department of Technology,IS Engineer-Principal,37023942,163740.2,30534.01,14239.35,10939.92,55713.28,219453.48,2018
339680,Department of Technology,IS Project Director,37525949,156085.11,29237.71,14239.35,11144.82,54621.88,210706.99,2018
339694,Department of Technology,Dep Dir III,37145076,213403.03,39974.34,18210.36,12004.1,70188.8,283591.83,2018
339695,Department of Technology,IS Engineer-Senior,36858949,153516.66,27174.83,14239.35,11127.29,52541.47,206058.13,2018
339723,Department of Technology,Manager VI,37176180,199211.5,37321.3,17294.69,11980.23,66596.22,265807.72,2018
339791,Department of Technology,IS Engineer-Journey,36755431,99959.52,18981.25,14239.35,7871.7,41092.3,141051.82,2018
340347,Department of Technology,IS Engineer-Senior,40426161,143978.43,25703.94,1198.52,11630.69,38533.15,182511.58,2019
340348,Department of Technology,IS Engineer-Assistant,39816118,38266.75,5699.36,0.0,3064.16,8763.52,47030.27,2019
340364,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",40446250,1120.32,0.0,0.0,86.95,86.95,1207.27,2019
340374,Department of Technology,Manager V,38916158,183354.21,34150.78,18457.73,11507.67,64116.18,247470.39,2019
340375,Department of Technology,IS Engineer-Principal,37459120,177705.21,31400.07,14628.56,11932.71,57961.34,235666.55,2019
340384,Department of Technology,IS Business Analyst-Senior,37464002,138812.58,23460.63,14628.56,10753.82,48843.01,187655.59,2019
340385,Department of Technology,Communications Systems Tech,39806232,126940.45,22587.15,14110.4,10138.61,46836.16,173776.61,2019
340397,Department of Technology,Electrical Line Worker,37485761,144924.62,22552.7,16814.92,10619.5,49987.12,194911.74,2019
340412,Department of Technology,Electrical Line Worker,37497034,136846.22,20823.32,16620.65,10398.55,47842.52,184688.74,2019
340423,Department of Technology,Cable Splicer,39476113,121983.35,18203.07,13512.88,8835.7,40551.65,162535.0,2019
340424,Department of Technology,IS Project Director,37462251,168863.02,31451.7,14628.56,11234.48,57314.74,226177.76,2019
340449,Department of Technology,Cable Splicer,37462555,125487.83,22488.62,16814.92,10341.44,49644.98,175132.81,2019
340482,Department of Technology,Cable Splicer,37482774,128650.29,22488.62,16814.92,10042.38,49345.92,177996.21,2019
340483,Department of Technology,IS Business Analyst-Senior,36676245,3757.19,0.0,0.0,287.43,287.43,4044.62,2019
340963,Department of Technology,Senior Comm Systems Technican,37490743,142132.86,26101.45,13877.82,10661.08,50640.35,192773.21,2018
340965,Department of Technology,IS Engineer-Journey,38606044,98190.58,18700.69,12379.87,7672.04,38752.6,136943.18,2018
340968,Department of Technology,IS Engineer-Senior,37493806,71844.35,13240.66,7216.97,5042.64,25500.27,97344.62,2018
340969,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",38085881,16291.33,0.0,3542.56,1301.23,4843.79,21135.12,2018
340970,Department of Technology,Cable Splicer,38386114,20243.44,3462.72,2557.59,1558.28,7578.59,27822.03,2018
341191,Department of Technology,Communications Systems Tech,42430606,143883.44,28517.83,15615.36,10896.68,55029.87,198913.31,2020
341192,Department of Technology,Communications Systems Tech,44076771,83842.6,10943.39,1162.61,6779.71,18885.71,102728.31,2020
341199,Department of Technology,Cable Splicer,42427461,148359.48,26679.32,18511.56,11313.62,56504.5,204863.98,2020
341225,Department of Technology,Technology Expert I,42466448,131146.05,27801.89,15297.0,10176.2,53275.09,184421.14,2020
341226,Department of Technology,Project Manager 1,44036578,160168.82,33960.95,15297.0,11590.1,60848.05,221016.87,2020
341250,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",42726269,64869.12,10523.28,14387.99,5179.68,30090.95,94960.07,2020
341256,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",42736260,58996.4,4797.76,12936.25,4731.47,22465.48,81461.88,2020
341303,Department of Technology,Communications Systems Tech,44966196,42823.13,9275.02,5075.81,3469.18,17820.01,60643.14,2020
341304,Department of Technology,Communications Systems Tech,42417056,130023.58,27401.52,15315.06,10129.55,52846.13,182869.71,2020
341315,Department of Technology,Electrical Line Helper,42876145,88460.65,18636.56,16945.19,6835.67,42417.42,130878.07,2020
341316,Department of Technology,Senior Comm Systems Technican,42445972,155765.65,32314.28,15615.36,11540.81,59470.45,215236.1,2020
342364,Department of Technology,Communications Systems Tech,46576714,116196.75,26125.85,14674.7,9301.05,50101.6,166298.35,2021
342365,Department of Technology,Cable Splicer,46576715,127855.78,27957.84,18971.61,10101.55,57031.0,184886.78,2021
342366,Department of Technology,IS Engineer-Principal,46576503,181452.93,37388.53,15603.29,12076.44,65068.26,246521.19,2021
342376,Department of Technology,Principal Account Clerk,46756543,91012.2,20251.64,15959.1,7380.95,43591.69,134603.89,2021
342377,Department of Technology,Electrical Line Helper,46576512,100248.87,22558.21,18807.25,7627.98,48993.44,149242.31,2021
342406,Department of Technology,IS Engineer-Principal,45718341,202517.29,39258.96,15603.29,13337.07,68199.32,270716.61,2021
342407,Department of Technology,Pr Administrative Analyst,46396879,135568.0,29889.61,15603.29,10403.98,55896.88,191464.88,2021
342415,Department of Technology,Cable Splicer,46866619,128794.63,24513.67,16667.56,10311.46,51492.69,180287.32,2021
342416,Department of Technology,IS Engineer-Senior,46986551,116010.06,24343.03,15603.29,9130.77,49077.09,165087.15,2021
342438,Department of Technology,Senior Account Clerk,46756542,62632.86,14139.8,12403.82,5023.88,31567.5,94200.36,2021
344476,Department of Technology,Manager VI,47416663,208020.95,43671.28,20455.14,12768.29,76894.71,284915.66,2021
344477,Department of Technology,Pr Administrative Analyst,47370919,144255.4,30284.48,15979.29,11461.42,57725.19,201980.59,2021
344503,Department of Technology,IS Programmer Analyst-Senior,47364189,124343.28,26706.71,15979.29,9573.19,52259.19,176602.47,2021
344517,Department of Technology,Communications Systems Tech,47526482,128546.56,25076.88,1212.79,10272.26,36561.93,165108.49,2021
344533,Department of Technology,Project Manager 2,47369935,174813.7,37072.55,15979.29,12042.43,65094.27,239907.97,2021
344546,Department of Technology,Senior Comm Systems Technican,48216477,157995.35,29566.11,16358.66,11731.61,57656.38,215651.73,2021
344575,Department of Technology,IS Engineer-Principal,47656596,144959.45,30221.76,14043.34,10873.82,55138.92,200098.37,2021
344647,Department of Technology,IS Engineer-Senior,47395310,174750.46,34151.37,15979.29,12161.19,62291.85,237042.31,2021
344648,Department of Technology,Executive Secretary 3,47395493,108165.82,23232.13,15979.29,8582.44,47793.86,155959.68,2021
345611,Department of Technology,IS Engineer-Senior,49283642,166027.95,32884.04,0.0,11886.5,44770.54,210798.49,2022
345612,Department of Technology,IS Business Analyst-Principal,49282371,161994.72,32085.27,0.0,11961.97,44047.24,206041.96,2022
345622,Department of Technology,Communications Systems Tech,49996502,181476.54,30113.14,0.0,12617.27,42730.41,224206.95,2022
345623,Department of Technology,IS Business Analyst-Senior,49290565,138230.74,27407.85,0.0,9521.89,36929.74,175160.48,2022
345624,Department of Technology,IT Operations Support Admin IV,50486539,111999.2,22728.22,0.0,8796.04,31524.26,143523.46,2022
345634,Department of Technology,Communication Line Sprv1,49282130,195266.68,28876.61,0.0,12655.61,41532.22,236798.9,2022
345635,Department of Technology,Cable Splicer,49286235,137302.26,27019.31,0.0,10450.2,37469.51,174771.77,2022
345638,Department of Technology,Senior Comm Systems Technican,49291609,163288.26,32213.81,0.0,11794.22,44008.03,207296.29,2022
345639,Department of Technology,Cable Splicer,49282265,132643.75,26613.75,0.0,10322.08,36935.83,169579.58,2022
346627,Department of Technology,Media Programming Spec,50866751,97720.5,18732.47,18121.12,7429.0,44282.59,142003.09,2022
346628,Department of Technology,Project Manager 2,51846662,204304.9,38380.23,16101.45,12603.7,67085.38,271390.28,2022
346629,Department of Technology,IT Operations Support Admn III,51176491,114613.65,22092.73,16101.45,8982.98,47177.16,161790.81,2022
346630,Department of Technology,Electrician,50865613,153188.38,24537.51,19836.93,11620.91,55995.35,209183.73,2022
346634,Department of Technology,IT Operations Support Admin II,51456639,61828.0,3932.46,12881.16,4849.38,21663.0,83491.0,2022
